HD,SpType
214973,K2/3 III         
214982,A0 V              
214983,M4 III            
214984,K0 III            
214985,AP SI             
214986,G2 V             
214987,K0 III           
214988,G2/3 (V)         
214989,F0 V             
214990,F2 IV/V         
214997,F5 V              
214998,K1/2 V            
214999,G3 V              
215000,G6/8              
215001,G3 V              
215002,F2 V              
215003,G1/2 V            
215004,G8 III/IV         
215005,K1/2 III          
215006,F6 V             
215016,F5 V              
215017,G2 V              
215018,K1 III            
215019,F5 V              
215020,F5 IV/V           
215021,K2/3 (III)        
215022,F5/6 V           
215023,F8 IV           
215032,G2 V              
215033,K5 III            
215034,G6/8 V            
215035,G5                
215036,F7/8 V            
215037,F2 IV/V         
215043,A3/5 III          
215044,G8 IV             
215045,F5 V              
215046,A5 V              
215047,B9 IV             
215048,G6 V              
215049,G8 IV             
215050,F6 V              
215051,K2 III            
215052,F0 V              
215053,K4 III          
215056,K0 (III)          
215057,G8 IV             
215058,G3 V              
215059,K IAB/BEP         
215060,F5 V              
215061,G8 V              
215062,K1/2 III/IV       
215063,K1 III            
215064,K4 III           
215069,F6 V              
215070,K0 III            
215071,F3 V              
215072,M0 III           
215076,G8 V              
215077,F2 IV/V           
215078,G8 V              
215079,K2 (III)          
215080,K0 III            
215081,G8 III            
215082,F6 V              
215083,F5 V              
215084,K2/3 III          
215085,G8 III/IV        
215093,F0 V              
215094,A8/9 V            
215095,G5 V              
215096,K0 III            
215097,K0 III            
215098,K1 V              
215099,G1 V              
215100,K0 III            
215101,K2 III            
215102,F3 V              
215103,K0 III/IV         
215104,K0 III           
215105,K2 III           
215110,G8 IV             
215111,G0                
215112,B9 IV/V           
215113,K1 III            
215114,A3 IV             
215115,K2/3 III          
215116,K3 III            
215117,F3 V              
215118,M4 III            
215119,K2/3 III/IVCNII   
215120,M4 III           
215121,G5/K0 III + A7/9
215122,M0 III          
215128,K3 III            
215129,A3/5 IV           
215130,K1/2              
215131,A1 V            
215132,G8/K0 (III)     
215133,F7 V            
215141,K4/5              
215142,F7 V              
215143,B9 V              
215144,K0 III            
215145,A9 V              
215146,G8 III            
215147,A1MA5-A9         
215152,K3 V              
215153,K0/1 (III)        
215154,F5 V              
215155,G2/3 V            
215156,F3 V             
215157,A1 VS            
215158,K0/1 III        
215165,F5/6 V            
215166,F7 V              
215167,K3 III            
215168,F3/5 V            
215169,K2/3 (III)        
215170,F0 V            
215171,K0 III          
215172,K2 (III)        
215173,F6 V            
215184,K2 III            
215185,A(P SRCREU)       
215186,A8 V            
215195,F6/7 V            
215196,F6 V              
215197,K1 III            
215198,K0 III            
215199,G8 V              
215200,K0 III            
215201,F3 V              
215202,F2 V              
215203,K1 III            
215204,F7 V             
215205,K2 IVCNII/III   
215206,K2 IIICNIB/II   
215207,K0 III          
215208,A3 V            
215216,F3 V              
215217,K2 III            
215218,F5 V              
215219,K0/1 III          
215220,G5 V              
215221,G8 (III)          
215222,G3 IV           
215229,F8                
215230,G0                
215231,G8 IV             
215232,G8/K1 (III)       
215233,F6 V              
215234,A6 IV             
215235,K0 III            
215236,G3 V              
215237,F7 V              
215238,G8 III/IV        
215239,K2 III          
215240,K3 III          
215244,F6/7 V            
215245,G8 V              
215246,K1/2 (III) + F/G  
215247,F8/G0 V         
215248,K1 IIICNII      
215249,F2 V            
215257,F5 V              
215258,B9/A1 V           
215259,G6 V              
215260,F3 III/IV         
215261,K0 III            
215262,F6/7 V            
215263,K0 III            
215264,G8 III            
215265,F2 V              
215266,K4/M0 III (+ G)  
215267,G8 III          
215276,G8/K0 (III)       
215277,K2 III            
215278,G6/8              
215279,K0 V              
215280,K1 III            
215281,F8                
215282,F3 V              
215283,F7 V              
215284,G8 IV             
215285,G6/8 III/IV      
215293,K1/2 (III)        
215294,F6 V              
215295,G2/3 V            
215296,K4/5 III          
215297,G5 V              
215298,A0 V              
215299,K0/1 III          
215300,K0 II/III         
215301,G6 (III)          
215302,K2 III            
215310,A5 Ib/II          
215311,F0 V              
215312,A3 V              
215313,K0/1 (III)        
215314,F8/G0 V           
215315,G2 V              
215316,G8 III/IV         
215317,K0 III           
215330,K2 (III)          
215331,K0                
215332,G5 V              
215333,G8/K0 (IV)        
215334,F3 V              
215337,G0                
215338,G8/K0 (III)       
215339,A9 V              
215340,K1 (III)          
215341,K1/2 V            
215342,F6 V             
215343,A2 V            
215349,A9 III            
215350,G8 IV             
215351,F7/G0             
215352,A8/9 V            
215353,A1 III/IV         
215354,A2/3 II          
215355,F6/7 V           
215364,G8 V              
215365,F5/6 V            
215366,G3 V              
215367,G1 V              
215368,K2 III            
215369,K2 IIICNIV      
215370,K0 III          
215374,G2 V              
215375,K0 III            
215376,K0 III            
215377,G8 IV             
215378,K0/1 III          
215379,K1/2 (III)        
215380,G8/K0 (III)       
215381,F0 V             
215382,A9 V             
215387,G5 V              
215388,A3 V              
215389,F2 V              
215390,A5 IV             
215391,F7/8 V            
215392,K1 II/III         
215393,G2 V              
215394,K1 (III)          
215395,G5 V              
215396,A2MA7-F2/3        
215402,F6 V              
215403,F2 V              
215404,F7/8 V            
215405,K2 III           
215406,G8/K0 (III)      
215407,K2 III          
215408,K1 III          
215413,A2                
215414,F3 V              
215415,G6/8 (III)        
215416,K2/3 (III)        
215417,F2/3  V           
215418,G1 V              
215419,F3 V              
215420,F5/6 V            
215421,F6 V              
215422,F7/8 V            
215423,F5 V              
215424,K2/3 III        
215425,F3 V            
215426,G5              
215430,A3MA7-F2/3        
215431,F3 IV/V           
215432,G1/2 V            
215433,G2/3 V            
215434,G5 V              
215435,A2 III            
215436,K3 III            
215437,F2/3 V            
215438,F6/7 IV         
215446,G8/K0 (III)       
215447,F8 V              
215448,G6 V              
215449,A5 IV             
215450,A9 V              
215451,M2 III            
215452,A0 IV             
215453,K2 III            
215454,G8 IV            
215455,F7 V             
215456,G0 V             
215462,F3/5 V            
215463,G6 (IV)           
215464,F3 IV/V           
215465,K1 III            
215466,K5 III            
215467,G8 V             
215468,F2 V             
215469,G3/5 V           
215475,K2 III            
215476,G8/K0 III/IV      
215477,F3 V              
215478,G0/1 V            
215479,K1 III            
215480,G8/K0 V           
215481,A9 V              
215482,K0 III            
215483,F3 V            
215491,K0/1 (III)        
215492,G6 (V)            
215493,G2 V              
215494,K2 (IV)          
215495,M0 III           
215496,K4 III          
215497,K3 V            
215498,F8 IV/V         
215503,G8/K0 IV          
215504,K1 III           
215505,A7 IV           
215511,F2 V              
215512,B8/9 III          
215513,G8 V              
215514,K1/2 (III)        
215515,K1 III            
215516,K3 III            
215517,M3/4 III         
215524,K2 III/IV         
215525,G6/8 V            
215526,F5 V              
215527,G5 V              
215528,G1 V              
215529,G2/3 V            
215530,F3 V              
215531,G8 III            
215532,G3 V            
215539,G0                
215540,G0/1 V            
215541,K0/1 III          
215542,K0 III            
215543,G8/K0 IV/V        
215544,K0 III           
215545,A9 (IIIM)        
215551,F3 V              
215552,G8/K0 (III)       
215553,M1 III            
215554,K0 III            
215555,G8 II             
215556,G3 V              
215557,G5 V              
215558,F5 V              
215559,A7 V             
215560,G8/K1 III        
215561,F3 V            
215562,K1 III          
215569,F5 V              
215570,F3 V              
215571,F2 V             
215572,F2 V             
215573,B5/7 V          
215574,A1 V            
215579,F3 V              
215580,F3 V              
215581,G3/5 V            
215582,G8 IV             
215583,K0 III            
215584,F6/7 V            
215585,K1 III           
215586,G0/2 + F        
215587,K0 III          
215596,F3 IV/V           
215597,K0 III            
215598,K0 III            
215599,G8/K0 V           
215600,K3 III            
215601,G6/8WF3           
215602,G6/8 IV/V         
215603,G8/K0             
215604,K1/2 (III)      
215612,G3/5              
215613,G8 (III)          
215615,G2/3 V            
215616,G8/K0 III         
215617,M1 III          
215624,A2 IB             
215625,G0 V              
215626,F0 V              
215627,K2 III           
215628,F8 V             
215629,K0 III           
215630,G3 V            
215631,A4 V            
215639,K0 III            
215640,K0 III/IV         
215641,G6 V              
215642,G8/K0 III         
215643,K0 III            
215644,F3/5 IV/V       
215645,G8/K1           
215650,K2/3 III          
215651,F3/5 V            
215652,F2 V              
215653,A2/3 V            
215654,G1 V              
215655,F2/3 V            
215656,G0/1 V            
215657,G3 V             
215658,F8/G0 V         
215659,G0 V            
215660,K5 III          
215667,A7 IV             
215668,G6/8 (III)        
215669,K1 III            
215670,K1 (III)        
215671,F7 V            
215672,G6 IV/V         
215677,K2/3 (III)        
215678,K0 III            
215679,G5 V              
215680,K0/1 (III)       
215681,K1 III          
215682,K0 III          
215683,F7/8 V          
215695,K0 III            
215696,G5 V              
215697,F2 V              
215698,G8 IV             
215699,K0 III            
215700,K2 IIICNV         
215701,F5 V             
215702,F8 V            
215707,F3 V              
215708,F2/3 V            
215709,F6 V              
215710,K3 III            
215711,K0 III           
215712,F8/G2           
215713,G0 V            
215718,F0/2 V            
215719,M2/3 III          
215720,F2 V              
215721,G8 III            
215722,K2/3 V            
215723,K1/2 (IV)         
215724,F6 V              
215725,F7 V             
215726,K3/4 III         
215727,K1 (III)         
215728,F2 V            
215729,A2 V            
215734,A9 V              
215735,G6 IV             
215736,K0 III            
215737,F7 V              
215738,F3 V              
215739,G2/3 V            
215740,G6/8 (IV)         
215741,K(2) (III)      
215742,K2 III          
215747,K1 (III)          
215748,G8/K0 IV          
215749,K1 III            
215750,F5                
215751,F7 V              
215752,A8/9 V            
215753,F8 V              
215754,F3/5 V            
215755,G8 IV             
215756,K3 (III)         
215763,F7 V              
215764,K1 IV             
215765,G8 III            
215766,B9 V              
215767,K1 III            
215768,G0 V              
215769,B9.5 V          
215779,A3 II/III         
215780,G8 V              
215781,K1/2 III          
215782,G8 III            
215783,F3/5 V            
215784,K1 IV             
215785,F3 V              
215786,G8 III/IV         
215787,K2 III            
215788,F3/5 V           
215789,A3 V             
215794,A3 II             
215795,K2/3 III          
215796,F3 V              
215797,G8/K0 IV          
215798,G2/3 V            
215799,F6 V              
215800,K1 IIICNII       
215801,F0W              
215802,K0/1 III         
215803,K1 III          
215804,F8/G0 V         
215810,K0 (III)          
215811,K4 (III)          
215812,G6 V              
215813,F0 V              
215814,A9 IV             
215815,F7/8 V            
215816,K1/2 III          
215817,G0                
215818,G8 III           
215819,F3 V             
215820,G0 V            
215824,F0 V              
215825,F6 V              
215826,G8 (IV)           
215827,F3/5 IV           
215828,G8 IV             
215829,M1 (III)          
215830,G8 V              
215831,F7 V              
215832,K0 III          
215840,K0 (III)          
215841,F2 V              
215842,K0 III            
215843,K1/2 (III)        
215844,K5/M0             
215845,G3 V             
215846,G0/3 V           
215851,K0 III            
215852,G8 III/IV         
215853,F3 V              
215854,K3 III           
215861,K0 III            
215862,K4 III            
215863,A2 V              
215864,K2/3 V            
215865,G5 V             
215872,K1 IV             
215873,K3/4  III         
215874,F0 V              
215875,A2MA3-F0          
215876,G0 V              
215877,G3 V             
215886,G6 IV             
215887,F7/8 V            
215888,K1 III            
215889,G2/3 V            
215890,G6 V              
215891,K2 III           
215892,G8 III           
215893,F2 V            
215894,F5 V            
215899,K0                
215900,K1 III            
215901,A7 IB/II          
215902,G8 V              
215903,M1 (III)          
215904,F0 IV           
215905,K5 III          
215906,F6/7 V          
215913,Ap SrEuCr         
215914,G5/6  V           
215915,A7/8 III          
215916,M0 III            
215917,A9 V              
215918,G8 III            
215919,F0 V              
215920,G3/5 (V)          
215921,K1 III          
215931,G5                
215932,F3 V              
215933,F7/8 V            
215934,G8/K0 III         
215935,A9/F0 III/IV      
215936,G0 V              
215937,F6/8 V            
215938,G8 III          
215946,K0 (III)          
215947,G6/8 III          
215948,K2/3 III          
215949,K2 III            
215950,A1 V              
215951,G8 (III)         
215958,G8/K0 III         
215959,F7 V              
215960,G6/8 V            
215961,G8 (III)          
215962,F8 V              
215963,G6 V              
215964,G3/5 V            
215965,G3 V              
215966,AP EUCR(SR)       
215967,G8 III            
215968,K0 III           
215969,G8 III          
215970,G8/K0 III       
215977,F5 V              
215978,F6 V              
215979,K1/2 IV           
215980,K5 III            
215981,K3 III            
215982,K1 III            
215983,AP SREUCR         
215984,K2 III            
215985,M3 III          
215986,G8 III          
215987,K0 (III)        
215996,K0 (III)          
215997,M0/1 (III)        
215998,A1 V            
215999,F5 V            
216000,G0 V            
216006,K2                
216007,K2 III            
216008,G2/3 V            
216009,A0 V             
216010,F5/7             
216011,K3 III          
216012,F3 IV/V         
216013,G6 V            
216018,A(3) + F(m)       
216019,G0 V              
216020,K1/2 (III)        
216021,G6/8 IV           
216022,K1 (III)          
216023,K1 (III)         
216024,F3 IV           
216025,F6 V            
216029,F5/6 V            
216030,K1 III            
216031,G8 III            
216032,K5 III            
216033,F6 V              
216034,G0 V            
216040,F6/8 V + F        
216041,K0/1 V            
216042,F0 V              
216043,G2 IV           
216049,G8/K0 (III)       
216050,G8/K1 (IV)        
216051,A2/3              
216052,A3 III            
216053,F5 V              
216054,K0 V             
216055,K2 (III)         
216056,B9.5/A0 V       
216061,K0 (III)          
216062,G1 V              
216063,A0 V              
216070,M2 (III)          
216071,F5 V              
216072,K1 III            
216073,G6 V              
216074,G8 V              
216075,G0 V              
216076,G8 V              
216077,F6 V            
216083,G1 V              
216084,G8 IV             
216085,F3 V              
216086,K1 V              
216087,G2/3 V            
216088,G1/2 V            
216089,F3 IV/V           
216090,B8/A0 III/IV     
216094,K2                
216095,K2 III            
216096,G6 (IV)           
216097,G8 IV             
216098,G2/5 V + A/F     
216099,F0 V            
216100,F8/G0 IV/V      
216101,K0 III          
216112,K2 III            
216113,A3 V(P SREUCR)    
216114,K0 III/IV       
216115,K1 III          
216116,B9 III(P SI)    
216124,K2/3 III          
216125,A5/6 V            
216126,F3/6 (V)          
216127,F5 V              
216128,F0 V              
216129,K1 III          
216130,F6 V            
216132,G3/5 V            
216133,K7                
216134,K0 III            
216135,B5 V              
216136,G8 III            
216137,G8 III/IV         
216138,F3/7 V          
216143,G2/3 (IV)(we)     
216144,K1 IV/V           
216145,F3 V              
216146,K2/3 III          
216147,F2 V              
216148,K0 III            
216149,K3 III            
216150,K1 III          
216154,F7 V              
216155,G8 IV            
216162,K0                
216163,F2 V              
216164,K0 (IV)           
216165,F6/7wF2/3         
216166,A8 V              
216167,F6 V              
216168,F2 V             
216169,K1 IIICNII      
216170,F5 V            
216178,K1 III            
216179,G6/8 V            
216180,A3 III            
216181,F5 V              
216182,K0 III            
216183,F3 V              
216184,K1 III            
216185,M2/3 III          
216186,M0 III           
216187,K0 III          
216194,G3 V              
216195,G8 IV             
216196,F5/7 (V)         
216202,G8 IV             
216203,F3 V              
216204,F5 V             
216205,F8/G0 V         
216208,A0/1 IV/V         
216209,K0 III            
216210,G8/K0 III         
216211,K1 III            
216212,F2 V              
216213,K5/M0 III        
216214,F6/7 V           
216215,K0 V            
216221,F5 V              
216222,K1/2 III          
216223,K0 III           
216224,K2 V             
216225,F0 IV/V          
216226,G2/5            
216230,K0 III            
216231,F2 V              
216232,G8/K0 III         
216233,G8 V              
216234,G8 IV             
216235,G8 IV             
216236,F7 V              
216237,A5MA7-A8          
216238,K2 III          
216239,K0 III          
216242,K3/4 (III)        
216243,K0/1 III          
216244,G3 V              
216245,F0 V              
216246,K3 III          
216251,G8 IV             
216252,G8 IV             
216253,G8 V              
216254,F6 V (+ A/F)      
216260,G8 III/IV         
216261,A2 IV             
216262,F7/8 V            
216263,G6 IV             
216264,K0 III            
216265,G3/5 V            
216266,F6/7 V            
216267,F3 V              
216268,A3 III            
216269,K0 III            
216270,K1 III            
216271,K0 (III)         
216272,G8 III          
216273,M2 (III)        
216280,G6 V              
216281,F3 V             
216287,F8 V              
216288,K1 III            
216289,G3 V              
216290,A1MA3/5-F3        
216291,K4/5 III         
216292,K0 III           
216293,F3/5 V           
216296,F0 V              
216297,F5 V              
216298,G3 V              
216299,K0 III            
216300,M5/7              
216301,K0 III            
216302,A3/4 V           
216303,G8/K0 V + A/F   
216304,K0 III          
216305,K1/2 (III)      
216309,A2 IV             
216310,G3 V              
216311,G5/6 III          
216312,K3 (III)          
216313,K1 III            
216314,A8 V              
216315,K1/2 III         
216316,F8/G0 V         
216317,F6 V            
216325,M2 III            
216326,F3 III          
216332,F8 V              
216333,A8 IV/V           
216334,F0 IV             
216335,F0 V              
216336,A0 III            
216337,G6/8 V           
216338,K0 III          
216343,G2/3 V            
216344,G8 III/IV         
216345,G8 (III)          
216346,K1 III            
216347,K4 III            
216348,G8 (III)          
216349,K2 III          
216355,G5 V              
216356,G2/3 (V)          
216357,F6 V              
216358,F7 V              
216359,F3/5 V            
216360,A7 IV             
216361,K0 III            
216362,F6/7 V            
216363,F0 IV/V          
216364,G0 V             
216365,K1 (III)         
216366,G8 III/IV       
216373,K0/1 III          
216374,G5 V              
216375,F0/2 V            
216376,K0 III            
216377,K1 III           
216378,G6 V             
216379,K2 III          
216386,M1/2  III         
216387,F5 IV/V           
216388,K2 (III)          
216389,F3 V              
216390,F0 V              
216391,F6 V              
216392,K2/3 III          
216393,G8/K0 (III)      
216400,A2/3 IV           
216401,G8 III            
216402,F7 V              
216403,G8/K0 III         
216404,K0 III/IV         
216405,K1/2 V            
216406,K0 III           
216407,F3/5 V           
216408,G8/K0            
216409,K0 III/IV       
216410,K3 (III)        
216421,G8 (III)          
216422,K0 III            
216423,K2 III            
216424,G8 IV/V           
216430,K0/1 II/III       
216431,A3 II/III         
216432,F8 V              
216433,F0 V              
216434,K1 (III)         
216435,G0 V             
216436,G3/5 V          
216437,G2/3 IV         
216440,K1/2  III         
216441,F5 V              
216442,G8 V              
216443,K1/2 III          
216444,F7 V             
216445,M2/3 (III)      
216452,K2 III            
216453,G8 III            
216454,K0 (III)          
216455,F5 V              
216456,G0 V              
216457,F2 II             
216458,F8 V              
216459,G0 V             
216460,A1 V            
216461,G3 V            
216462,F2 III/IV       
216463,G8/K0 III       
216464,F3 IV/V         
216467,K0 (III)          
216468,K0 IV             
216469,G1 V              
216470,F3/5 V            
216471,K0 III            
216472,F0 V              
216473,G5 V              
216474,G3/5 V            
216475,G3 V            
216476,G3 V            
216481,G5/6 (V)          
216482,F3 V              
216483,G8 IV             
216484,F3/5 V           
216485,A1 V             
216491,A9 V              
216492,F6 V              
216493,K4 V              
216494,B8 IV/V           
216495,K5 (III)          
216496,F3 IV             
216497,F3 V            
216503,A2 + F/G          
216504,K0/1 III          
216505,F7 V              
216506,G0 V              
216507,F5 V            
216513,A5 II             
216514,G3 V              
216515,K1 III            
216516,G2 V              
216517,A5 IV             
216518,K3 III          
216519,K0 IIICNIB      
216526,K1 III            
216527,K0/1              
216528,G5 V              
216529,A9 V              
216530,K3 V             
216531,G0 V             
216539,A5 IV             
216540,K0 III            
216541,K0 III            
216542,K0 III            
216543,G5 V              
216544,G8/K0 III         
216545,F3 V              
216546,F0 V            
216552,G8 III            
216553,K5 III            
216554,M1 (III)          
216555,K0 V              
216556,K0 III            
216557,K3 III          
216558,G5/6 V          
216565,K4 III            
216566,K0 III            
216567,K2/3 III          
216568,F3/5 V           
216569,G8/K0 III        
216570,K1 III          
216571,F6 V            
216576,K0 III            
216577,G3/5              
216578,K5/M0 (III)       
216579,M2 III            
216580,G8 III            
216581,G2/3 V           
216589,G8 (III)          
216590,G8/K0 (III)(w)    
216591,G1 V              
216592,G2/3 V            
216593,K0 III            
216594,F0 IV/V         
216599,M2 III            
216600,G3 V              
216601,F6 V              
216602,G8 IV             
216603,G0 V              
216604,G5 V              
216605,M2 III            
216614,G8/K0 III         
216615,K0 III            
216616,F2 V              
216617,K1 III            
216618,K2 III            
216619,A9 V             
216620,G6/8 III        
216621,A8/9 IV         
216626,K0 III            
216627,A3 V              
216637,K2 III            
216638,G3/5 (V)          
216639,A9 V              
216640,K1 III            
216641,F3 IV/V          
216642,G2/3 V           
216643,K1 III           
216644,A4 V            
216648,F(7) V            
216649,C                 
216650,K3 III            
216651,K1 III            
216652,G0 V              
216653,K2/3 III          
216654,F5 V             
216655,G3/6             
216656,F6/8 (V)         
216657,G6/8 III        
216662,A5/6  II          
216663,F2 V              
216664,F7 V              
216665,G2/3 V            
216666,K2 III            
216667,F6 V             
216668,A1 V            
216669,K3/5            
216675,F8/G0 V           
216676,M3 III            
216677,G8 IV             
216678,K1 III            
216679,F2 III/IV        
216680,A9 V             
216681,G3 V            
216689,G2/3 V            
216690,G8 (III)          
216691,K1/2 III          
216692,M7/8 III          
216693,K0 III           
216694,F6 V             
216701,A3 IV             
216702,F6 V              
216703,K2/3 (III)        
216704,K0 III            
216705,F2/3 V            
216706,K1/2 III          
216707,K1 III            
216708,F8 IV/V          
216709,G1 V            
216718,K1 III            
216719,K1 III           
216725,M1 III            
216726,G8 IV             
216727,K4/5 III          
216728,A3 II/III         
216729,K0 V              
216737,F6 V              
216738,K0 III            
216739,G5 V              
216740,F7 V              
216741,G8/K1 III/IV + G  
216742,K1 III           
216743,A3 V             
216744,G5/6 (V)         
216745,G3/5 (V)         
216747,F6 V              
216748,F7 V              
216749,F7 V              
216750,F5 V             
216751,F5 V             
216752,G6 V             
216753,K0 III          
216759,M1/2 (III)        
216760,G8 V              
216761,K3 III            
216762,G8 V              
216763,G8 III            
216764,K1 III            
216767,K2 III            
216768,M0/1 (III)        
216769,K0 III            
216770,K0 V              
216771,K3 III            
216776,F7 V              
216777,G6 V              
216778,F7 V              
216779,G1/2 (V)          
216780,A2MA3-F2          
216781,F6/7 V            
216782,K1 III           
216787,G8 V              
216788,G1/2 V            
216789,M3/4 III          
216790,G8 III            
216791,F7 V              
216792,F5 V              
216793,K0/1 (III)       
216794,F0 V             
216800,F3 V              
216801,G0 V              
216802,G5/6 V            
216803,K4 VP             
216804,A5/7 V          
216806,F3 V              
216807,A0 V              
216808,G3/5 V            
216809,K2 II             
216810,F0 V              
216811,F0 IV             
216812,K1/2 III        
216813,K0/1 III        
216819,F3 V              
216820,K1/2 (III)        
216821,F0 V              
216822,K1 III            
216823,A4MA5-F2         
216824,M8 III          
216825,G2/3 IV         
216826,G8 (IV)         
216833,F2 V              
216834,G8 IV             
216835,G3 V              
216836,G5/6 (V)          
216837,K1 III            
216838,K1 II/III       
216842,G5 V              
216843,G3 V              
216844,F8/G1 (V)         
216845,K1 IV             
216846,K2 (III)          
216847,A7 V            
216858,G8/K0 (III)       
216859,F8 V              
216860,G8 III          
216865,K1/2 (III)        
216866,K0 III           
216867,K1/2 III        
216873,F5 V              
216874,F8/G0 V           
216875,G5 V              
216876,K4 III          
216881,A7 III/IV         
216882,B9 V              
216883,K0 III            
216884,K2/3             
216893,G8 IV             
216894,K2/3 (III)        
216895,F6 V              
216896,G0 V              
216903,F5/6  V           
216904,G2/3 (IV)         
216905,K0 III            
216906,K0 III            
216907,Md                
216908,G6 V              
216909,K0 III            
216910,F2 IV           
216911,A7/8 V          
216920,F7/8 V            
216921,F5/6 V            
216922,K2 II             
216923,A0 V             
216924,F6/7 V          
216931,A1/2  III         
216932,K1 III            
216933,A9 V              
216934,G8/K0 IV          
216935,K0 III/IV         
216936,F2 V              
216937,A0/1 III/IV      
216938,F7 V             
216939,F5/6 V           
216940,F7 V             
216941,A8 IV/V         
216942,F8 V            
216943,G5/8            
216952,K0 (III)          
216953,K0 III            
216954,K5 III            
216955,G6 IV/V           
216956,A3 V              
216957,G8 III            
216966,K0/1 (III)        
216967,K0 III            
216968,K1 III            
216970,G6 V              
216971,K5                
216972,F0 V              
216973,F6 V             
216974,G6/8 III        
216975,K0 III          
216976,M2 III          
216983,F7 V              
216984,F3/5 IV/V         
216985,K0 III            
216986,F3 V              
216987,K0 III            
216988,K0 III            
216989,F3 IV/V          
216990,K0 III          
217000,G5 V              
217001,K1/2 (III)        
217002,K0 III            
217003,G8 V              
217004,G3 V              
217005,Mb                
217006,A5 V             
217007,G8/K0 III       
217008,A5/7 V          
217009,K1 (III)        
217010,K0 IV           
217018,G3/5 V            
217019,K1 III            
217020,F2 V              
217021,G1/2 V            
217022,K3 III            
217023,K4 (III)          
217024,G6 V              
217025,K0/1 V           
217026,K0/1 (III)       
217027,K0 V             
217028,F8 V             
217029,F5 V             
217030,K0 III          
217031,K0/1 III        
217032,M1 III          
217033,F6 V            
217038,F8/G0 V           
217039,G6/8 V            
217040,K0 III            
217041,F2 V              
217042,K0 III            
217043,K0 III            
217044,M1 III            
217045,K1 III            
217046,F8/G0 V          
217047,G6/8 IV          
217048,K2 III          
217052,A5 III/IV         
217053,G8 IV             
217054,G1 V              
217055,F2/3 V            
217056,K4 III            
217057,G8 (III)          
217058,A1 III          
217059,F2 III          
217060,F8 IV           
217065,K2 (V)            
217066,A3 IV             
217067,G0 V              
217068,K3 III            
217069,G3 V              
217070,F3/5 V           
217076,A9/F0 V           
217077,F3 V              
217078,K0                
217079,F5 V              
217080,G8 IV             
217081,K0 (III)          
217082,F5 V              
217083,K2/3 (III)        
217084,G3 V             
217094,G3/5 (V)          
217095,K1/2 (III)        
217096,F7 V              
217097,K3/4             
217098,M3 III          
217107,G8 IV/V           
217108,G0 V              
217109,K0 III           
217110,K4/5 III        
217111,F6 V            
217120,F0/2 V            
217121,K5 III            
217122,G8 IV             
217123,F6 V              
217124,K2 III            
217125,F3/5 V           
217126,K0 III          
217131,F2 V              
217132,K1 III            
217133,F3/5 V            
217134,K0/2              
217135,K1 IV/V           
217136,K2 (III)          
217137,K0 V              
217138,F3 V             
217139,F2 V             
217140,A2MA4-A8        
217141,F5/7 V          
217144,K1 III            
217145,M2/3 III          
217146,G                 
217147,G0 V              
217148,F6 V              
217149,G8                
217150,K0 III            
217151,G3 V              
217152,K0 III          
217153,M2/3            
217154,F3 V            
217155,F5 V            
217156,G8 III          
217167,M0/1 III          
217168,K1/2 (III)        
217169,F8 V              
217170,F6/7 V            
217171,K3 III            
217172,A3 V             
217173,K0 III          
217179,G5 V              
217180,G8 IV             
217181,M2 III          
217187,G8/K0 III         
217188,K0 III            
217189,G3/5 V            
217190,K1/2 III + F/G   
217191,G3 V             
217192,G8 III          
217193,K5/M0           
217194,B9 V              
217195,G6/8 (III)        
217196,G5 V              
217197,K1 III            
217198,K0 III            
217199,K0 III            
217204,A9 V              
217205,F8 V              
217206,G5               
217207,F0 IV           
217208,M2 III          
217211,F5 V              
217212,G2/3 V            
217213,K0                
217214,F3 V              
217215,G6 V              
217216,F0 V            
217218,G8/K0 (III)       
217219,G5 V              
217220,G8/K0 IV          
217221,K0 V              
217222,K1 IV             
217223,G8 (III)        
217233,G8/K0 (IV)        
217234,G0 V              
217235,G1 V              
217236,F0 V              
217237,F2 V              
217238,G8 IV/V          
217239,F6 V            
217240,F0 V            
217247,F3 V              
217248,K1 IIICNII        
217249,A3/4 III          
217250,G8 V              
217251,K3/4 III          
217252,A3 III            
217253,F5 V              
217254,G2 V              
217255,M2 III            
217256,G0 V              
217257,M2 III            
217258,A9 V             
217259,F3 V             
217260,A6/7 V           
217264,K0 III            
217265,F6 V              
217266,K2                
217267,K1 III            
217268,G2 V              
217269,G3/5 V           
217270,G6 (IV)          
217271,A4 V             
217272,G6WF8           
217273,F7 V            
217274,F3/5 V            
217275,K0 III            
217276,G2 V              
217277,G0 V              
217278,F2/3 V            
217279,K0              
217280,G0 (IV)         
217281,F2/3 IV/V       
217286,F2 V              
217287,G8 III            
217288,G8 (III)          
217289,F7 V              
217290,K0 III            
217291,G3/5 V            
217292,F6 V             
217293,F3 V            
217300,G6/8 (III)        
217301,K5 (III)          
217302,F0 V              
217303,K0 IICNIII        
217304,K1 III + G        
217305,F0 V(W)           
217306,F0 V              
217307,K0 III           
217308,F2 V             
217309,K2 III/V         
217310,K0/2 (III)       
217311,G8/K0           
217320,K2 (III)          
217321,G8/K0             
217322,F7 V              
217323,K0 IV             
217324,F7 V              
217325,K3 (III)          
217326,K2 III            
217327,F5 V              
217328,F3 V              
217329,K0 III            
217330,G8/K0 V          
217331,G8/K0 (III)      
217332,F5 V            
217333,F6 V            
